,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
36,3.05,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,91,0,2,11,36,39,0,0,29,358,152,0,1,14,65,65,0,3,50,376,109,1,0,10,44,52,2,0,39,379,153,1,1,9,75,63,4,0,63,318,67,0,5,6,27,28,0,0,27,213,23,0,0,2,17,4,0,0,17
37,2.39,2.47,43,6,0,0,0,5,1,0,1,1,46,13,0,0,2,7,4,0,2,7,45,2,0,0,1,0,0,0,0,1,45,2,0,0,0,0,0,0,0,0,47,5,0,0,0,1,3,0,0,2,49,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,1,3,1,0,0,0,2,47,6,0,1,3,2,0,0,1,1
38,3.66,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,103,0,0,5,15,68,9,0,0,145,132,0,0,0,20,88,0,0,0,140,80,3,0,8,16,46,0,0,5,140,116,5,0,10,23,73,0,0,9,146,88,0,1,9,15,59,0,0,10,146,91,0,2,9,18,57,0,0,11
39,3.07,3.17,87,16,0,0,2,5,6,0,0,2,92,21,0,0,1,10,8,0,2,5,109,28,0,0,2,8,15,0,0,2,115,36,0,0,2,15,18,0,4,3,118,33,0,0,3,6,24,0,0,5,121,30,0,0,2,6,21,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3.1,3.55,125,26,0,0,0,24,0,0,0,12,126,64,0,0,0,60,0,0,4,30,136,50,0,0,0,0,0,0,0,24,137,80,0,0,0,0,0,0,6,37,130,19,0,0,0,18,0,0,0,7,131,49,0,0,0,48,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2.93,3.29,70,6,0,0,0,6,0,0,0,5,73,18,0,0,0,17,0,0,1,15,53,7,0,0,0,6,0,0,0,0,54,19,0,0,1,17,0,0,1,0,50,1,0,0,0,1,0,0,0,0,52,10,0,0,0,10,0,0,1,0,116,31,0,2,2,18,6,3,0,17,116,67,0,0,6,44,11,0,2,40,103,32,0,0,4,17,9,0,0,20,104,44,0,0,2,30,11,0,0,29,103,42,0,0,6,27,8,0,0,18,0,0,0,0,0,0,0,0,0,0
42,3.09,3.61,167,30,0,0,1,27,0,0,0,10,167,96,0,0,2,87,0,0,0,40,173,65,0,0,3,56,0,0,0,25,175,91,0,0,4,82,0,0,1,39,129,40,0,0,0,39,0,0,0,19,130,74,0,0,1,70,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2.49,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5,0,0,0,5,0,0,0,5,92,20,0,0,0,19,0,0,4,19,140,18,0,0,0,18,0,0,0,0,154,32,0,0,0,32,0,0,4,0,118,14,0,0,2,12,0,0,0,12,128,35,0,0,0,35,0,0,11,34
44,3.37,3.43,25,8,0,0,0,0,4,0,0,0,25,14,0,0,0,0,10,0,0,0,26,15,0,0,0,0,12,0,0,2,26,17,0,0,0,0,11,0,0,3,24,10,0,0,2,0,6,0,0,0,25,12,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2.83,3.2,83,18,0,0,3,3,9,3,0,2,86,40,0,0,5,4,27,4,2,4,107,41,0,0,3,0,32,0,0,1,109,44,0,1,4,0,32,0,1,1,77,14,0,0,1,0,10,0,0,0,80,22,0,1,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3.49,3.74,112,32,0,0,3,4,24,0,0,0,116,71,0,0,5,5,56,0,3,3,82,53,0,0,1,3,45,0,0,4,84,45,0,0,1,4,38,0,2,3,107,41,0,0,3,12,23,0,0,5,106,49,0,0,5,7,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3.08,3.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,132,0,3,4,45,73,0,0,25,423,242,0,7,11,90,124,0,9,72,398,93,0,3,10,31,47,0,1,33,405,159,0,2,8,76,68,0,4,71,439,135,0,4,11,49,68,0,0,40,337,91,0,4,12,30,43,0,1,30
48,3.13,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,1,4,3,12,0,0,2,80,29,0,2,5,6,16,0,0,4,51,10,0,0,1,2,2,0,0,0,50,21,0,0,4,4,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3.26,3.39,88,23,0,0,0,8,11,0,0,0,91,50,0,0,0,16,29,0,4,2,74,38,0,0,1,11,25,0,0,1,77,47,0,0,2,11,32,0,0,4,87,21,0,0,3,4,14,0,0,1,90,32,0,0,4,4,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2.73,2.97,70,17,0,0,1,6,10,0,0,3,71,31,0,0,2,8,19,0,0,6,65,15,0,0,3,3,9,0,0,0,65,31,0,0,5,8,15,0,0,6,94,24,0,3,5,0,13,0,0,6,94,34,0,4,6,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3.14,3.45,55,5,0,0,0,0,2,0,0,1,55,18,0,0,3,0,7,3,0,2,54,22,0,0,4,4,9,4,0,6,54,22,0,0,4,3,11,3,0,3,49,22,0,0,5,0,11,0,0,1,49,23,0,1,4,0,12,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2.9,3.01,71,10,0,0,0,4,5,0,0,2,74,34,0,1,0,12,19,0,0,9,56,19,0,3,1,0,10,0,0,5,59,20,0,0,3,6,9,0,2,7,54,11,0,1,0,7,3,0,0,5,54,17,0,0,0,11,6,0,0,7,17,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1,0,0,0,2,24,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
53,2.71,2.75,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,20,5,0,1,1,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,3,0,0,1,0,0,0,0,1,13,5,0,0,2,0,0,0,0,2
54,3.25,3.55,113,7,0,0,0,0,6,1,0,0,112,33,0,0,0,4,24,5,0,0,96,49,0,0,5,5,33,0,0,0,97,45,0,0,4,6,31,0,0,0,91,45,0,0,0,5,37,0,0,1,91,47,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,3.75,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,69,0,0,7,14,38,0,0,4,129,100,0,0,10,21,55,0,0,7,121,72,0,0,3,14,47,0,0,4,121,85,0,0,5,16,53,0,0,5,119,83,0,0,8,21,48,0,0,13,75,31,0,0,2,12,17,0,0,5
56,3.37,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,47,0,0,3,7,31,5,0,2,93,59,0,0,4,9,40,6,0,4,86,24,0,0,0,3,19,0,0,2,84,17,0,0,0,3,13,0,0,1,79,25,0,0,0,4,18,0,0,1,52,8,0,0,0,0,7,0,0,0
57,3.13,3.32,63,16,0,0,0,2,14,0,0,1,63,27,0,0,0,3,23,0,0,2,46,26,0,0,0,0,21,0,0,0,46,23,0,0,0,0,18,0,0,0,19,6,0,0,0,0,4,0,0,0,20,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3.16,3.32,105,19,0,0,3,6,9,0,0,1,107,36,0,0,6,12,15,0,2,1,101,40,0,1,4,13,16,6,0,0,100,53,0,2,3,20,20,8,0,0,109,33,0,1,2,7,18,5,0,0,111,32,0,2,4,8,16,2,0,3,92,31,0,1,2,9,14,5,0,2,92,49,0,1,3,12,27,6,0,2,89,26,0,0,1,6,19,0,0,1,89,22,0,0,0,8,12,0,0,1,61,28,0,0,0,4,20,0,0,3,34,2,0,0,0,0,1,0,0,1
59,3.18,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,18,0,0,0,9,9,0,0,8,95,40,0,0,1,29,10,0,0,27,96,31,0,0,5,13,12,0,0,9,96,22,0,0,1,14,7,0,0,9,83,24,0,3,0,9,10,0,0,9,82,26,0,2,0,13,9,0,0,10
60,3.37,3.75,81,28,0,0,0,0,25,1,0,1,82,41,0,0,2,0,31,5,0,1,91,39,0,0,0,3,34,0,0,3,92,45,0,0,0,7,35,0,0,2,105,34,0,0,0,4,28,0,0,0,109,61,0,0,1,10,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3.62,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,111,0,0,0,58,37,12,0,31,188,163,0,0,0,84,53,0,0,46,173,85,0,0,0,45,27,8,0,27,173,130,0,0,0,74,41,11,0,43,170,89,0,0,0,43,29,9,0,24,42,7,0,0,0,3,3,0,0,1
62,,,41,1,0,0,0,0,1,0,0,0,42,13,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2.32,2.23,11,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
64,3.29,3.58,44,11,0,0,0,2,6,2,0,0,44,25,0,0,0,6,13,4,0,0,62,20,0,0,1,4,13,0,0,0,61,24,0,0,2,6,14,0,0,1,40,10,0,0,0,1,7,2,0,0,39,22,0,0,2,0,12,0,0,0,55,19,0,0,4,0,10,0,0,4,54,26,0,0,5,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,3.28,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,10,5,0,0,0,0,3,0,0,0,10,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3.44,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,3,0,6,0,0,0,23,12,0,0,3,0,4,0,0,0,25,9,0,0,0,0,6,0,0,1,24,11,0,0,0,0,7,0,0,0,18,7,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0
67,3.05,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,38,0,2,6,9,15,6,0,14,99,40,0,2,5,11,17,5,0,13,80,19,0,0,3,1,9,6,0,2,80,27,0,0,5,4,13,4,0,4,72,19,0,0,5,6,8,0,0,6,72,22,0,0,6,6,8,0,0,8
68,2.94,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,0,0,1,0,2,2,0,0,88,10,0,0,1,3,4,2,0,5,81,10,0,0,1,1,7,1,0,0,78,9,0,0,0,3,3,3,0,1,86,10,0,0,5,1,2,0,0,2,58,0,0,0,0,0,0,0,0,0
69,3.21,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,0,0,1,6,0,0,0,4,35,14,0,1,1,8,0,0,0,5,40,15,0,1,0,6,6,0,0,7,41,20,0,1,0,8,8,0,0,9,24,13,0,0,0,8,0,0,0,9,24,15,0,0,0,9,0,0,0,7,20,5,0,0,0,3,0,0,0,1,20,5,0,0,0,3,0,0,0,1,23,12,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0
70,,,46,11,0,0,1,1,6,0,0,0,47,30,0,0,6,5,16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2.24,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,1,11,1,0,1,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
72,2.77,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,11,0,0,1,2,8,0,0,3,112,31,0,0,0,19,12,0,2,15,109,19,0,0,4,8,5,0,0,7,108,33,0,0,3,20,7,0,1,18,103,20,0,0,3,3,11,0,0,4,100,26,0,0,3,12,10,0,1,12
73,2.7,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,8,0,0,3,0,3,0,0,5,73,11,0,0,3,0,4,0,2,6,75,8,0,1,3,0,2,0,0,6,76,7,0,0,2,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3.38,3.66,97,27,0,0,1,7,17,0,0,2,97,58,0,0,9,9,35,0,0,10,74,40,0,0,3,0,30,0,0,3,76,51,0,0,3,0,39,0,0,4,102,36,0,0,4,0,24,0,0,0,102,55,0,0,10,0,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3.46,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,141,0,5,10,20,93,13,0,13,292,202,0,5,13,28,137,19,0,19,250,135,0,4,9,16,101,0,0,14,251,170,0,5,6,23,129,0,0,17,238,98,0,0,9,0,76,6,0,8,34,1,0,0,0,0,0,0,0,0
76,2.63,2.83,69,4,0,0,3,0,0,0,0,1,70,9,0,0,6,0,0,0,0,5,66,14,0,3,5,0,5,0,0,6,68,22,0,3,9,0,9,0,1,9,68,5,0,1,1,0,0,0,0,2,68,12,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2.39,2.24,47,1,0,1,0,0,0,0,0,0,47,1,0,1,0,0,0,0,0,0,40,2,0,1,0,0,0,0,0,0,43,2,0,1,0,0,0,0,0,0,39,2,0,1,0,0,0,0,0,1,39,2,0,2,0,0,0,0,0,1,44,1,0,1,0,0,0,0,0,0,43,1,0,1,0,0,0,0,0,0,43,2,0,2,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,49,3,0,2,0,0,0,0,0,0,51,1,0,1,0,0,0,0,0,0
78,2.76,3.0,68,10,0,0,3,0,5,0,0,1,71,30,0,0,10,0,17,0,3,9,67,13,0,0,2,0,9,0,0,4,67,13,0,0,4,0,7,0,0,5,66,7,0,0,2,0,3,0,0,1,68,13,0,0,4,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3.38,3.59,124,28,0,0,0,0,20,5,0,0,127,42,0,1,4,0,30,5,0,0,118,71,0,4,9,4,49,5,0,4,118,79,0,3,7,6,58,5,0,4,107,32,0,0,5,2,25,0,0,2,106,48,0,0,5,6,34,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2.12,2.16,50,1,0,0,1,0,0,0,0,1,50,2,0,0,1,0,0,0,0,1,40,1,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2.1,2.03,24,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,26,1,0,1,0,0,0,0,0,0,26,2,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
