,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Meeting Target,Rigorous Instruction Rating_Not Meeting Target,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Meeting Target,Collaborative Teachers Rating_Not Meeting Target,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_Meeting Target,Supportive Environment Rating_Not Meeting Target,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Meeting Target,Effective School Leadership Rating_Not Meeting Target,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Meeting Target,Strong Family-Community Ties Rating_Not Meeting Target,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Meeting Target,Trust Rating_Not Meeting Target,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Meeting Target,Student Achievement Rating_Not Meeting Target
57,"EAST SIDE ELEMENTARY SCHOOL, PS 267",310200010267,02M267,2,40.763853999999995,-73.963813,"213 E 63RD ST NEW YORK, NY 10065",NEW YORK,10065,"0K,01,02,03,04,05",0K,05,No,0.049,115262.92,4%,11%,2%,7%,9%,78%,0.96,0.07,0.94,0.96,0.95,0.9,0.91,0.91,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
58,BATTERY PARK CITY SCHOOL,310200010276,02M276,2,40.706563,-74.017528,"55 BATTERY PL NEW YORK, NY 10011",NEW YORK,10011,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.114,140085.12,2%,21%,4%,11%,15%,56%,0.96,0.08,0.92,0.94,0.88,0.92,0.9,0.93,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
59,I.S. 289,310200010289,02M289,2,40.716867,-74.013623,"201 WARREN ST NEW YORK, NY 10282",NEW YORK,10282,"06,07,08",06,08,No,0.313,48443.1284931506,1%,38%,8%,13%,21%,38%,0.97,0.02,0.91,0.97,0.82,0.95,0.84,0.93,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
60,P.S. 290 MANHATTAN NEW SCHOOL,310200010290,02M290,2,40.775137,-73.952812,"311 E 82ND ST NEW YORK, NY 10028",NEW YORK,10028,"0K,01,02,03,04,05",0K,05,No,0.064,107878.64,3%,11%,1%,9%,10%,73%,0.96,0.06,0.92,0.96,0.97,0.92,0.93,0.97,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
61,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,310200010312,02M312,2,40.742571000000005,-74.002371,"333 W 17TH ST NEW YORK, NY 10011",NEW YORK,10011,"06,07,08",06,08,No,0.308,48443.1284931506,1%,47%,2%,7%,10%,34%,0.98,0.02,0.88,0.91,0.9,0.83,0.85,0.92,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
62,THE PECK SLIP SCHOOL,310200010343,02M343,2,40.708639,-74.001925,"1 PECK SLIP NEW YORK, NY 10038",NEW YORK,10038,"0K,01,02,03,04,05",0K,05,No,0.6722806736166808,118322.46,5%,16%,3%,13%,16%,59%,0.9272493985565466,0.21574979951884524,0.8947714514835625,0.8843624699278299,0.8874819566960722,0.816150761828388,0.8309141940657595,0.9042261427425867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,310200010347,02M347,2,40.738621,-73.981534,"223 E 23RD ST NEW YORK, NY 10010",NEW YORK,10010,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.812,51287.22,6%,4%,22%,46%,68%,23%,0.92,0.29,0.82,0.68,0.91,0.53,0.82,0.82,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
64,SPRUCE STREET SCHOOL,310200010397,02M397,2,40.711057000000004,-74.005361,"12 SPRUCE ST NEW YORK, NY 10018",NEW YORK,10018,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.059000000000000004,143926.53,2%,14%,3%,12%,15%,58%,0.96,0.06,0.97,0.93,0.97,0.93,0.94,0.95,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
65,INSTITUTE FOR COLLABORATIVE EDUCATION,310200011407,02M407,2,40.732676,-73.982576,"345 E 15TH ST NEW YORK, NY 10003",NEW YORK,10003,"06,07,08,09,10,11,12",06,12,No,0.258,48443.1284931506,0%,7%,16%,16%,32%,55%,0.96,0.13,0.94,0.98,0.9,0.98,0.89,0.96,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
66,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,310200011408,02M408,2,40.761328999999996,-73.98866899999999,"328 W 48TH ST NEW YORK, NY 10036",NEW YORK,10036,"06,07,08,09,10,11,12",06,12,No,0.33,48443.1284931506,0%,5%,23%,20%,43%,44%,0.96,0.09,0.9,0.86,0.84,0.85,0.75,0.91,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
67,SCHOOL OF THE FUTURE HIGH SCHOOL,310200010413,02M413,2,40.739095,-73.985349,"127 E 22ND ST NEW YORK, NY 10010",NEW YORK,10010,"06,07,08,09,10,11,12",06,12,No,0.358,48443.1284931506,1%,15%,11%,29%,40%,37%,0.97,0.06,0.88,0.96,0.88,0.91,0.76,0.92,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
68,QUEST TO LEARN,310200011422,02M422,2,40.743368,-74.00254699999999,"351 W 18TH ST NEW YORK, NY 10011",NEW YORK,10011,"06,07,08,09,10,11,12",06,12,No,0.406,48443.1284931506,3%,11%,19%,35%,54%,29%,0.95,0.11,0.83,0.79,0.82,0.74,0.8,0.86,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
69,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",310200011442,02M442,2,40.73854,-73.989485,"890 BROADWAY NEW YORK, NY 10003",NEW YORK,10003,"04,05,06,07,08",04,08,No,0.46799999999999997,56095.12,0%,36%,25%,16%,41%,19%,0.96,0.07,0.98,0.98,0.92,0.94,0.84,0.95,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
70,P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,310200010527,02M527,2,40.78058,-73.94791,"323 E 91ST ST NEW YORK, NY 10128",NEW YORK,10128,"0K,01,02,03,04,05",0K,05,No,0.6722806736166808,87424.06,1%,15%,2%,19%,21%,59%,0.9272493985565466,0.21574979951884524,0.8947714514835625,0.8843624699278299,0.8874819566960722,0.816150761828388,0.8309141940657595,0.9042261427425867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,LIFE SCIENCES SECONDARY SCHOOL,310200011655,02M655,2,40.783283000000004,-73.945937,"320 E 96TH ST NEW YORK, NY 10128",NEW YORK,10128,"06,07,08,09,10,11,12",06,12,No,0.765,48443.1284931506,6%,5%,31%,60%,91%,2%,0.9,0.3,0.9,0.9,0.77,0.67,0.65,0.81,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
72,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,310200010896,02M896,2,40.705442,-74.012888,"26 BROADWAY-6TH FL NEW YORK, NY 10004",NEW YORK,10004,"06,07,08",06,08,No,0.564,48443.1284931506,8%,40%,9%,20%,29%,27%,0.96,0.08,0.84,0.93,0.9,0.95,0.85,0.96,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
73,CITY KNOLL MIDDLE SCHOOL,310200010933,02M933,2,40.753389,-73.997896,"425 W 33RD ST NEW YORK, NY 10001",NEW YORK,10001,"06,07,08",06,08,No,0.613,48443.1284931506,7%,10%,20%,47%,67%,20%,0.95,0.19,0.9,0.95,0.8,0.93,0.78,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,P.S. 009 SARAH ANDERSON,310300010009,03M009,3,40.785101,-73.973867,"100 W 84TH ST NEW YORK, NY 10024",NEW YORK,10024,"PK,0K,01,02,03,04,05",PK,05,No,0.221,95312.63,3%,9%,5%,21%,26%,59%,0.96,0.06,1.0,0.95,0.99,0.91,0.9,0.96,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
75,J.H.S. 054 BOOKER T. WASHINGTON,310300010054,03M054,3,40.800512,-73.962802,"103 W 107TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.221,48443.1284931506,2%,9%,8%,12%,20%,64%,0.96,0.05,0.85,0.83,0.87,0.8,0.84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
76,P.S. 075 EMILY DICKINSON,310300010075,03M075,3,40.79511,-73.973988,"735 WEST END AVE NEW YORK, NY 10025",NEW YORK,10025,"0K,01,02,03,04,05",0K,05,No,0.599,56614.57,13%,2%,23%,56%,80%,16%,0.94,0.22,0.93,0.88,0.92,0.8,0.92,0.92,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
77,P.S. 076 A. PHILIP RANDOLPH,310300010076,03M076,3,40.806540999999996,-73.951368,"220 W 121ST ST NEW YORK, NY 10027",NEW YORK,10027,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.85,39051.13,9%,1%,80%,16%,96%,3%,0.9,0.42,0.91,0.95,0.93,0.89,0.89,0.96,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
78,P.S. 084 LILLIAN WEBER,310300010084,03M084,3,40.789382,-73.9681,"32 W 92ND ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05",PK,05,No,0.5,64633.18,10%,3%,13%,42%,55%,38%,0.95,0.14,0.92,0.94,0.97,0.81,0.89,0.93,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
79,P.S. 087 WILLIAM SHERMAN,310300010087,03M087,3,40.781788,-73.978008,"160 W 78TH ST NEW YORK, NY 10024",NEW YORK,10024,"PK,0K,01,02,03,04,05",PK,05,No,0.099,111115.15,4%,7%,5%,15%,20%,64%,0.96,0.06,0.92,0.8,0.97,0.69,0.93,0.84,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
80,"P.S. 145, THE BLOOMINGDALE SCHOOL",310300010145,03M145,3,40.79909,-73.96535899999999,"150 W 105TH ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05",PK,05,No,0.843,44727.39,13%,2%,25%,63%,88%,7%,0.91,0.35,0.91,0.85,0.89,0.76,0.82,0.84,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
81,P.S. 149 SOJOURNER TRUTH,310300010149,03M149,3,40.802665999999995,-73.948256,"41 W 117TH ST NEW YORK, NY 10026",NEW YORK,10026,"PK,0K,01,02,03,04,05,06,07,08",PK,08,Yes,0.883,37110.83,9%,3%,64%,27%,92%,2%,0.91,0.37,0.83,0.7,0.77,0.6,0.81,0.82,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
82,P.S. 163 ALFRED E. SMITH,310300010163,03M163,3,40.794945,-73.968535,"163 W 97TH ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05",PK,05,No,0.503,64272.58,7%,6%,16%,46%,62%,27%,0.95,0.13,0.89,0.82,0.91,0.59,0.91,0.78,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
83,P.S. 165 ROBERT E. SIMON,310300010165,03M165,3,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.7390000000000001,48783.74,17%,3%,14%,68%,82%,13%,0.91,0.29,0.87,0.82,0.87,0.73,0.86,0.85,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
84,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,310300010166,03M166,3,40.788883,-73.97245500000001,"132 W 89TH ST NEW YORK, NY 10024",NEW YORK,10024,"PK,0K,01,02,03,04,05",PK,05,No,0.217,98595.22,2%,11%,6%,17%,23%,59%,0.96,0.08,0.84,0.86,0.95,0.68,0.9,0.84,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
85,P.S. 180 HUGO NEWMAN,310300010180,03M180,3,40.807609,-73.955839,"370 W 120TH ST NEW YORK, NY 10027",NEW YORK,10027,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.69,51468.6,5%,1%,57%,30%,87%,8%,0.94,0.19,0.86,0.86,0.86,0.85,0.9,0.9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
86,P.S. 191 AMSTERDAM,310300010191,03M191,3,40.771743,-73.987572,"210 W 61ST ST NEW YORK, NY 10023",NEW YORK,10023,"PK,0K,01,02,03,04,05",PK,05,No,0.758,63947.38,8%,7%,36%,45%,81%,11%,0.91,0.33,0.82,0.79,0.82,0.7,0.88,0.88,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
87,P.S. 199 JESSIE ISADOR STRAUS,310300010199,03M199,3,40.777766,-73.984736,"270 W 70TH ST NEW YORK, NY 10023",NEW YORK,10023,"0K,01,02,03,04,05",0K,05,No,0.078,115897.33,3%,14%,2%,13%,15%,63%,0.96,0.05,0.94,0.93,0.99,0.9,0.94,0.95,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
88,P.S. 208 ALAIN L. LOCKE,310300010208,03M208,3,40.798341,-73.950453,"21 W 111TH ST NEW YORK, NY 10026",NEW YORK,10026,"03,04,05",03,05,No,0.875,30321.85,11%,3%,61%,34%,95%,1%,0.93,0.26,0.88,0.9,0.82,0.81,0.85,0.91,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
89,STEM INSTITUTE OF MANHATTAN,310300010241,03M241,3,40.801651,-73.95529499999999,"240 W 113TH ST NEW YORK, NY 10026",NEW YORK,10026,"0K,01,02,03,04,05",0K,05,No,0.8490000000000001,44126.71,13%,3%,53%,38%,91%,4%,0.91,0.33,0.0,0.94,0.91,0.95,0.88,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,310300010242,03M242,3,40.806174,-73.948335,"134 W 122ND ST NEW YORK, NY 10027",NEW YORK,10027,"0K,01,02,03,04,05",0K,05,No,0.8859999999999999,38655.2,7%,1%,65%,29%,94%,2%,0.9,0.37,0.96,0.76,0.82,0.62,0.83,0.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
91,M.S. 243 CENTER SCHOOL,310300010243,03M243,3,40.785101,-73.973867,"100 W 84TH ST-RM 310 NEW YORK, NY 10024",NEW YORK,10024,"05,06,07,08",05,08,No,0.18100000000000002,48443.1284931506,0%,8%,15%,12%,27%,61%,0.98,0.0,0.96,0.91,0.96,0.9,0.91,0.96,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
92,M.S. M245 THE COMPUTER SCHOOL,310300010245,03M245,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"06,07,08",06,08,No,0.304,48443.1284931506,3%,6%,14%,26%,40%,50%,0.97,0.06,0.9,0.92,0.91,0.85,0.86,0.95,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
93,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,310300010247,03M247,3,40.789382,-73.9681,"32 W 92ND ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.802,48443.1284931506,31%,0%,1%,99%,99%,1%,0.96,0.07,0.89,0.93,0.92,0.88,0.88,0.95,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
94,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,310300010250,03M250,3,40.79511,-73.973988,"735 W END AVE NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.6609999999999999,48443.1284931506,6%,2%,32%,55%,87%,9%,0.94,0.18,0.91,0.98,0.91,0.97,0.82,0.96,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
95,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,310300010256,03M256,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.778,48443.1284931506,19%,2%,51%,38%,88%,7%,0.88,0.38,0.83,0.89,0.8,0.87,0.83,0.91,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
96,COMMUNITY ACTION SCHOOL - MS 258,310300010258,03M258,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.73,48443.1284931506,3%,2%,45%,43%,87%,11%,0.94,0.15,0.96,0.96,0.87,0.94,0.82,0.93,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
97,WEST END SECONDARY SCHOOL,310300011291,03M291,3,40.772487,-73.988153,"227-243 W 61ST ST NEW YORK, NY 10023",NEW YORK,10023,"06,07,08",06,08,No,0.6722806736166808,48443.1284931506,2%,4%,10%,18%,27%,63%,0.9272493985565466,0.21574979951884524,0.8947714514835625,0.8843624699278299,0.8874819566960722,0.816150761828388,0.8309141940657595,0.9042261427425867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,310300010333,03M333,3,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.233,72112.72,1%,7%,11%,17%,27%,62%,0.95,0.09,0.93,0.87,0.88,0.79,0.94,0.91,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
99,THE ANDERSON SCHOOL,310300010334,03M334,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.134,89026.73,0%,28%,4%,9%,13%,53%,0.98,0.01,0.9,0.9,0.92,0.87,0.93,0.92,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
100,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,310300011415,03M415,3,40.802284,-73.95408,"215 W 114TH ST NEW YORK, NY 10026",NEW YORK,10026,"06,07,08,09,10,11,12",06,12,Yes,0.7909999999999999,48443.1284931506,5%,2%,53%,44%,96%,1%,0.93,0.23,0.86,0.77,0.82,0.71,0.77,0.82,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
101,WEST PREP ACADEMY,310300010421,03M421,3,40.79909,-73.96535899999999,"150 W 105TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.767,48443.1284931506,5%,2%,52%,39%,91%,5%,0.92,0.25,0.9,0.97,0.83,0.94,0.86,0.94,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
102,P.S. 452,310300010452,03M452,3,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,"0K,01,02,03,04,05",0K,05,No,0.162,102963.37,2%,10%,8%,13%,21%,64%,0.96,0.09,0.97,0.98,0.99,0.96,0.94,0.97,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103,SPECIAL MUSIC SCHOOL,310300011859,03M859,3,40.775221,-73.982997,"129 W 67TH ST NEW YORK, NY 10023",NEW YORK,10023,"0K,01,02,03,04,05,06,07,08,09,10,11,12",0K,12,No,0.253,76791.47,1%,16%,13%,14%,28%,43%,0.96,0.07,0.96,0.97,0.91,0.95,0.91,0.95,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
104,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,310300011860,03M860,3,40.802284,-73.95408,"215 W 114TH ST NEW YORK, NY 10026",NEW YORK,10026,"06,07,08,09,10,11,12",06,12,No,0.7859999999999999,48443.1284931506,8%,2%,68%,27%,95%,1%,0.88,0.34,0.76,0.76,0.81,0.72,0.76,0.84,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
105,MOTT HALL II,310300010862,03M862,3,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,"06,07,08",06,08,No,0.47700000000000004,48443.1284931506,2%,6%,26%,37%,63%,26%,0.96,0.08,0.83,0.95,0.89,0.93,0.84,0.95,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
106,P.S. 007 SAMUEL STERN,310400010007,04M007,4,40.800631,-73.939323,"160 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.899,24553.59,12%,3%,30%,62%,92%,4%,0.9,0.34,0.9,0.86,0.83,0.82,0.84,0.87,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
107,TAG YOUNG SCHOLARS,310400010012,04M012,4,40.792590000000004,-73.94211899999999,"240 E 109TH ST NEW YORK, NY 10029",NEW YORK,10029,"0K,01,02,03,04,05,06,07,08",0K,08,No,0.435,48431.58,0%,34%,25%,19%,44%,15%,0.97,0.05,0.92,0.92,0.91,0.86,0.87,0.9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
108,RIVER EAST ELEMENTARY,310400010037,04M037,4,40.796906,-73.929978,"508 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"0K,01,02,03,04,05",0K,05,No,0.779,28310.81,4%,0%,45%,51%,96%,2%,0.92,0.28,0.9,0.88,0.92,0.74,0.86,0.93,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
109,P.S. 38 ROBERTO CLEMENTE,310400010038,04M038,4,40.788684,-73.944766,"232 E 103RD ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05",PK,05,No,0.915,34567.95,10%,4%,31%,61%,91%,2%,0.88,0.5,0.87,0.77,0.76,0.68,0.82,0.82,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
110,P.S. 050 VITO MARCANTONIO,310400010050,04M050,4,40.785868,-73.940587,"433 E 100TH ST NEW YORK, NY 10029",NEW YORK,10029,"0K,01,02,03,04,05,06,07,08",0K,08,Yes,0.89,30295.44,10%,1%,45%,53%,98%,0%,0.87,0.49,0.87,0.74,0.89,0.67,0.79,0.84,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
111,JAMES WELDON JOHNSON,310400010057,04M057,4,40.797156,-73.941285,"176 E 115TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.885,26905.07,12%,4%,26%,67%,93%,2%,0.92,0.28,0.92,0.85,0.85,0.81,0.82,0.91,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
112,THE LEXINGTON ACADEMY,310400010072,04M072,4,40.791451,-73.947448,"131 E 104TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.866,33728.15,11%,1%,13%,83%,95%,3%,0.92,0.3,0.9,0.9,0.94,0.82,0.87,0.92,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
113,P.S. 083 LUIS MUNOZ RIVERA,310400010083,04M083,4,40.79313,-73.941812,"219 E 109TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05",PK,05,No,0.772,31874.34,9%,13%,20%,64%,84%,3%,0.93,0.25,0.88,0.9,0.9,0.85,0.87,0.98,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
114,P.S. 096 JOSEPH LANZETTA,310400010096,04M096,4,40.799987,-73.937388,"216 E 120TH ST NEW YORK, NY 10035",NEW YORK,10035,"PK,0K,01,02,03,04,05,06,07,08",PK,08,No,0.902,25392.85,18%,2%,26%,68%,94%,3%,0.91,0.37,0.88,0.85,0.89,0.77,0.77,0.88,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
115,P.S. 102 JACQUES CARTIER,310400010102,04M102,4,40.79495,-73.938295,"315 E 113TH ST NEW YORK, NY 10029",NEW YORK,10029,"PK,0K,01,02,03,04,05",PK,05,No,0.833,29590.37,12%,8%,30%,55%,85%,4%,0.91,0.35,0.86,0.78,0.84,0.68,0.87,0.88,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
